अ दा लत :	కోర టు :
फ री मीक	ఫ రీ మీక
जिस घर में मैं नजर बंद हूँ उसके बिल कैसे भर ूँगा ?	నేను గ ృ హ నిర బం ధ ంలో ఉనన ఇంటి బి లలు లు ఎలా క టట ాలి ?
जब रात ें सर द और त न हा होती हैं	రాతరి చ లి గా , ఒ ంట రి గా ఉనన పపుడు
बा उ ंस , बा उ ंस	ఎ గు రు , ఎ గు రు
च ूँ कि आज रात मैं मन से र ै प नहीं कर पा रहा . . .	నేను ర యా ప చేయ లే కపో తుననాను కాబటటి , ఈ రాతరి . . .
ड रे क ने इसे शुरू नहीं किया , पर इसे खतम जरूर करे गा . और मीक का करि यर भी .	ఇది డ రే క మొద లు పెటట లేదు , కానీ దానని , మీక కె రీ ర ను ము గి ంచ ాలని పటటు బ టట ా డు .
हमने ऐसा नहीं किया . उसने हमारा पी छा किया , हमें गा ली देने लगा .	మేము ఫ ొ టో తీసుకో లేదు . అతను మమ మ లని తి డు తూ బయట దా కా అను సరి ంచా డు .
कयोंकि उसने कहा वह मेरे फोन इसी लिए नहीं ले रहा था .	తను నాకు చెపప లేదు కాబటటి , నా ఫోన ఎ తత లే దని చెపపా డు .
वि न स ए ंड लॉ से स	వి నస అ ండ లా సె స
और हमने कहा , " यह एक दम सही है . "	" అది చాలా బాగుంది " అని చెపపా ము .
लोगों को परे रि त करने के लिए , जो मीक सच मु च करता है ,	మనం జ నా లకు పరే రణ ఇవ వాల ంటే , మీక అది నిజంగా చేసతా డు ,
हार ले म	హా ర లె మ
हार ले म	హా ర లె మ
च ौ बी स घं टे बाद	2 4 గంట ల తరువాత
नहीं , मेरे पास मो टर सा इ कल नहीं है .	లేదు , నేను మో టా రు సె కి ల పె న లేను .
आ रो प खा रि ज कर दि ए गए .	అభి యో గ ాలను కొ టటే సా రు .
मै कम ॉ ने गल पे री मै कह यू ए ंड मी श ै क	మె క మొ నా గి ల పె ర రీ మె క హ యూ & మి స చ క
जब पता चला कि जज ब रि ंक ली के सामने	జ డజ బ రి ంక లీ ము ందుకు ఉ లల ం ఘ న వి చా రణ
मुझे साफ समझ आ गया था	నాకు బాగా సప షట మ య యి ంది
मैंने पर ो बे शन वि भाग से बात की थी .	నేను పరి శ ీ ల నా వి భా గ ంతో మాటలా డా ను .
अ दा लत :	కోర టు :
ऑ प - एड कॉ न ट री ब यू टर	ఓ ప - ఎడ కా ంట రి బ యూ టర
लड ने का इ कल ौ ता तरी का है लोगों को जा गर ूक बना ना ,	ఏ కె క పో రా ట మా రగ మే మి ట ంటే , అంద రి లో అ హ గా హ న పె ంచి ,
घ ो र अन या य को प लट ने के लिए @ C H A N G E पर या चि का पर ह सता कष र करें	ఘ ో ర మెన అన యా యం పె తి రగ బడ టానికి @ చే ం జ లో పి టీ షన పె స ంత కం పెటట ండి
मीक के जेल जाने के एक हफ ते बाद	మీక నిర బం ధి ంచ బడ డ ఒక వా రం తరవాత
मै ल कम ज ें किन स ई गल स से फ टी	మ ాల క మ జె న కి నస ఈ గల స సే ఫ టీ
तुम स मा ज को बचा नहीं रहे हो .	మీరు సమా జా నని ర కషి ంచ టం లేదు .
यह सोच ने की बात है .	అది బ ల మెన అభి పరా యం .
- रि च यहाँ पर है . - अचछा .	- రి చ ఇకకడ ఉననాడు . - సరే .
हमारे मु व क कि लों को लगता है कि किसी तरह की दु श म नी है ,	ఏదో శ తరు త వం ఉ ండు ంటుంది అని మా కల యి ంట లు అనుకుంటుననా రు
दा वे का वि वर ण	దా వా పరతి పా ద న
ए न बी सी 1 0	ఎ న బి సి 1 0
बहुत ही मुशकिल है .	అది చాలా కష ట మెన ది .
उसे अपनी ए लब म से निकाल दे ता . . . मैं अपने पर श ंस कों के साथ चा लें नहीं चल ता !	నేను దానని నా ఆ ల బం నుండి తొ ల గి ంచే వాడిని . నా అభి మా ను లను మో సం చేయ ను ! హా హా హా
पर पता है , ये वे बातें हैं जो इतनी गलत हैं कि मुझे कुछ तो बोल ना ही होगा .	కానీ మీకు తెలుసా , ఇ పపటి వర కూ జరిగి న ఈ విషయ ాలు నేను కేవలం చెపప ాలను కునన వి .
कयोंकि मैं उससे बहुत ना राज हूँ और मेरे मु ँ ह से कुछ ऐसा निकल सकता है	ఎందుకంటే నాకు నిజంగా ఆమె మీద చాలా కో ప ంగా ఉంది , నేను చెపపే విషయ ాలు ,
मैंने अपनी पर ो बे शन ऑ फि सर को बताया कि मुझे न शे की लत हो गई है .	నా పరి శ ీ ల నా అ ధి కా రికి , నాకు తన తో వి భ ే ద ం ఉ ందని ఆమె తో చెపపా ను .
ह वाई अ ड डे पर हुई एक ल डा ई के बाद उसे हि रा सत में लिया गया था	సె యి ంట లూ యి స విమా నా శ ర యం లో గొ డ వ తరువాత అ దు పు లో తీసు కుననా రు
मैं उस परि स थि ति में पहले भी चार या पाँच बार रह चुका था ,	నేను అంత కు ముందు ఆ పరిసథి తి లో నాలు గు , ఐ దు సా రలు ఉననాను ,
घं टे के 4 4 ड ॉलर लेकर का यर , करते हैं वे तुमहारा इस ते माल	గంట కు 4 4 డ ాల ర లకు పి రికి వా డా , వాళళు నినను వాడు కుంటుననా రు
" जैसा तुम जानते हो , मैं को रट ऑ फ कॉ मन प ली स में जज हूँ ,	" సా ధా రణ అ భయ రథ న ల కోర టు లో నేను నయాయ మూ ర తి నని మీకు తెలుసు ,
मीक के व की लों ने ब रि ंक ली के खिला फ एक अ भ िया न किया ,	మీక లా య రలు బ రి ంక లీ కి వయ తి రే కంగా పర చా రం నిర వ హి ంచారు
और जब दो नहीं ले ता था , तो कुछ अचछा नहीं लगता था ,	నేను రెండు వే సుకో కపోతే నాకు బాగా అనిపి ంచే ది కాదు ,
तुमने ? तुम कल मो टर सा इ कल इ ध र - उ ध र नहीं भ गा रहे थे ?	నువ వా ? నువవు ని నన మో టా రు సె కి ల మీద అంతా తి రగ లేదా ?
परे मि का ने उसे छोड दिया था . ड रे क के साथ झ ग डा .	అతని పరే య సి వది లి వెళళి పోయింది . డ రే క పరిసథి తి .
मुझे नया य पर ण ा ली के बारे में कुछ पता नहीं था .	నాకు నే ర నయాయ వయ వ సథ గురించి అ పపుడే మీ తెలీదు .
माम ला नि ब टा ने का द बा व नहीं डाल सकता या सकती .	పర యో జ నం పొ ంద డం పె చాలా సప షట ంగా ని ష ే ధం ఉంది .
- आप मीक मिल के व की ल हैं ? - हाँ , उन में से एक .	- మీరు మీక మి ల లా య రా ? - అవును , వాళళ లలో ఒక డిని .
और फिर इन नि रा शा भ रे हा ला त ों के बीच रहना .	ఇంకా ఇలా ంటి ని స స హాయ సథి తి లో ఉండ డా నని కూడా .
जाना फ ला इ श मै न सं सू च न वि भाग ई वी पी , रॉ क ने शन	జా నా ఫ లీ ష మయా న ఇ వి పి క మ యూ ని కే ష నస , రా క నే షన
चे म बर में हुई बात ची त रिक ॉर ड नहीं की जाती .	చా ం బర లలో జరిగి న సం భా ష ణ లు రి కార డ చేయ బడ వు .
कई अ श वे त परिवार ों को जा नी - पह चा नी लग ती है .	చాలా మంది న లల జా తీ యు ల కుటుం బ ాల కు తెలుసు .
और उस दिन मैंने अ दा लत में जो हुआ वह देखा .	కానీ ఆ రోజు కోర టు గ ది లో జరిగింది చూ సా ను .
लोग ह ग ते और उस म ल को दरवा ज ों पर लगा दे ते .	జ నం మ ల ం వి సర జి ంచి తలు పు ల క ంతా ప ూ సతు ంటా రు .
पर अग ले दिन , मुझे जेल में डाल दिया गया .	కానీ తరువాత రోజు , ననను జె లు లో పెటటా రు .
हम किसी जज पर की च ड नहीं उ छा ल रहे . हम मीक को जेल से निकाल ने की कोशिश में हैं .	మనం నయాయ మూ ర తి ని క ళ ం కి తం చేయ లను కో వ ట లేదు మీ కను జె లు నుండి బయటకు తే వాల ను కుంటుననా ం .
च का पि ल गर ि म रॉ क ने शन की पू र व पर बं ध करता	చా కా పి ల గ రి మ మా జీ రా క నే షన ఎ గ జి క యూ టి వ
च का पि ल गर ि म रॉ क ने शन की पू र व पर बं ध करता	చా కా పి ల గ రి మ మా జీ రా క నే షన ఎ గ జి క యూ టి వ
बहुत से अ श वे त ों के लिए यह नया य पर ण ा ली	చాలా మంది అ మె రిక న పర జ లకు నే ర నయాయ వయ వ సథ
च का पि ल गर ि म रॉ क ने शन की पू र व पर बं ध करता	చా కా పి ల గ రి మ మా జీ రా క నే షన ఎ గ జి క యూ టి వ
ऐसा लग रहा था कि यह सि सट म ही बे कार है .	నయాయ వయ వ సథ నా శ నం అయి న టటు అనిపి ంచింది .
ट मी का मै ल री ब लै क ला इ व स मै टर एक टि वि सट	టా మి కా మ లలో రీ బ లా క లె వ స మయా టర కార య కర త
ब रि ंक ली ने उसे अपनी व रत मान रिक ॉर डि ंग से पै सा क मा ने से भी रो क दिया था .	బ రి ంక లీ అతని పర సతు త రి కార డి ంగ ల నుంచి డబబు సం పా ది ంచడం కూడా ని ష ే ధి ంచింది .
" यह बं दा अपने गा ने भी खुद नहीं लि ख ता . तो उससे पयार कैसे कर सकते हो ? "	" ఇ తను క నీ సం తన పద య ాలు తను రా సుకో డు . మీ ర ంద రూ అత నని ఎలా ఇష ట పడ గల రు ? " అని .
उसके साथ नया उ भर ता सि ता रा , ची नो था .	అతని తో తన యు వ వార సు డు చ ీ నో ఉననాడు .
जज ब रि ंक ली ने इस बात को न कार दिया .	జ డజ బ రి ంక లీ ఈ విష యానని ఖ ండి ంచారు .
पर किसी और इंसान की इ जा ज त के ब ग ैर	ఇంకా మ రో వ యో జ ను ర ాలి అను మ తి లే కుండా
" इतना बडा आ रो प कयों लगा रहे हैं ? "	" పెదద నే రం మో పు తుననారు ? " అననా ను .
मीक मिल को पर ो बे शन का उल लं घ न करने के कारण जज के सामने पे श होना होगा .	మీక మి ల తన పరి శ ీ ల నను ఉ లల ం ఘ ి ంచిన ందుకు నయాయ మూ ర తి ముందు హా జ రు కావాలి .
और मैं अपना सं गी त रि लीज नहीं कर सकता , तो कुल मिला कर आ धा साल हो गया .	నేను నా పా టలు వి డు దల చేయ లేక పోయా ను , అంటే సం వ త సరం లో స గం అయి పోయింది .
इतने साल ों में , पर ो बे शन के द ौ रा न ,	సం వ త సర ాలు గా , పరి శ ీ ల న లో ఉనన పపుడు ,
वह सो म वार को अ दा लत में पे श होगा .	అతను సో మ వా రం కోర టు లో హా జ రు కావాలి .
हमने उस ी स तर पर आवा ज उठा ई ताकि इस माम ले में सच में कुछ कर सक ें .	మేము దాని గురించి నిజంగా ఏదో క టి చేయ ాలని అంతే సథా యి వే గ ంతో చేశా ము .
पु ष टि कर द ूँ , हाँ मैं अके ली हूँ .	ధ ృ వీ క రణ కు , అవును , నేను ఒ ంట రి ని .
जो मेरे हि सा ब से बहुत जब र द सत है .	నిజంగా నా మన స సు లో అది మ హా కా వ యం .
लोगों से मदद माँ ग ने में लगा था ,	సహా యా నికి జ నా లను స మీ కరి ంచ సా గా ను ,
